网址,标题
http://www.cuc.edu.cn/news/2019/0705/c1901a161326/page.htm,"
党委常委李众参加2018级数媒班主题班会
"
http://www.cuc.edu.cn/news/2019/0703/c1901a161325/page.htm,"
我校举行2019年暑期及秋季学期出国（境）交流项目行前培训会
"
http://www.cuc.edu.cn/news/2019/0702/c1901a161324/page.htm,"
离退休人员党委“七·一”慰问老党员
"
http://www.cuc.edu.cn/news/2019/0702/c1901a161323/page.htm,"
王志校长助理参加国际传媒教育学院2017级传播班 “让世界成为你...
"
http://www.cuc.edu.cn/news/2019/0702/c1901a161322/page.htm,"
王达品副书记参加马克思主义学院2017级研究生班主题班会
"
http://www.cuc.edu.cn/news/2019/0701/c1901a161321/page.htm,"
第十三届北京中青年社科理论人才“百人工程”学者论坛在中国传媒...
"
http://www.cuc.edu.cn/news/2019/0701/c1901a161320/page.htm,"
180分钟，3万次快门，深情记录毕业生“高光时刻”
"
http://www.cuc.edu.cn/news/2019/0701/c1901a161319/page.htm,"
张树庭副校长参加外国语言文化学院2018级学硕班“外语+”主题班...
"
http://www.cuc.edu.cn/news/2019/0701/c1901a161318/page.htm,"
聚焦数字时代的媒介素养与人的全面发展
"
http://www.cuc.edu.cn/news/2019/0701/c1901a161317/page.htm,"
我校学生在2019年“星鲨杯”全球虚拟现实内容大赛中获奖
"
http://www.cuc.edu.cn/news/2019/0629/c1901a161316/page.htm,"
中国传媒大学2019届毕业典礼暨学位授予仪式隆重举行
"
http://www.cuc.edu.cn/news/2019/0629/c1901a161315/page.htm,"
中国传媒大学2019届毕业典礼暨学位授予仪式隆重举行
"
http://www.cuc.edu.cn/news/2019/0628/c1901a161314/page.htm,"
“音悦华诞”庆祝建校65周年系列演出举办
"
http://www.cuc.edu.cn/news/2019/0628/c1901a161313/page.htm,"
我校青年教师在北京第十一届青教赛中获佳绩
"
http://www.cuc.edu.cn/news/2019/0627/c1901a161312/page.htm,"
我校师生在中国数据可视化创作大赛及中国数据新闻大赛中喜获多项...
"
http://www.cuc.edu.cn/news/2019/0627/c1901a161311/page.htm,"
陈文申书记等校领导参加中国传媒大学兴趣爱好协会成立大会暨聘任...
"
http://www.cuc.edu.cn/news/2019/0627/c1901a161310/page.htm,"
我校隆重举行纪念建党98周年暨“七一”表彰大会
"
http://www.cuc.edu.cn/news/2019/0627/c1901a161309/page.htm,"
国务委员赵克志在中国传媒大学参加禁毒宣传教育活动
"
http://www.cuc.edu.cn/news/2019/0626/c1901a161308/page.htm,"
中国传媒大学基层党组织干部赴雄安开展主题学习考察
"
http://www.cuc.edu.cn/news/2019/0626/c1901a161307/page.htm,"
廖祥忠校长试用期满正式任职
"
http://www.cuc.edu.cn/news/2019/0626/c1901a161306/page.htm,"
刘延平副校长率团访问欧洲四校深度推动合作办学
"
http://www.cuc.edu.cn/news/2019/0625/c1901a161305/page.htm,"
段鹏副校长会见墨西哥国立自治大学代表团
"
http://www.cuc.edu.cn/news/2019/0624/c1901a161304/page.htm,"
中国传媒大学深入开展“安全生产月”活动
"
http://www.cuc.edu.cn/news/2019/0624/c1901a161303/page.htm,"
第18届IEEE/ ACIS计算机与信息科学国际会议在我校成功举办
"
http://www.cuc.edu.cn/news/2019/0621/c1901a161302/page.htm,"
全国生态环境系统新闻发言人培训班开班
"
http://www.cuc.edu.cn/news/2019/0621/c1901a161301/page.htm,"
文化和旅游部数字文化产业研修班在我校成功举办
"
http://www.cuc.edu.cn/news/2019/0621/c1901a161300/page.htm,"
社团联合会召开2019年春季学期第二次全体大会
"
http://www.cuc.edu.cn/news/2019/0621/c1901a161299/page.htm,"
共青团中央书记处书记李柯勇一行来我校调研考察
"
http://www.cuc.edu.cn/news/2019/0620/c1901a161298/page.htm,"
“数字赋能 商务无界”国际商务·中传论坛隆重举办
"
http://www.cuc.edu.cn/news/2019/0619/c1901a161297/page.htm,"
献礼65周年！中国传媒大学校史馆开馆仪式隆重举行
"
http://www.cuc.edu.cn/news/2019/0619/c1901a161296/page.htm,"
我校校外辅导员、中国建材集团骨干联系经济与管理学院首场报告会...
"
http://www.cuc.edu.cn/news/2019/0619/c1901a161295/page.htm,"
电视学院学生受邀参加戛纳国际电影节展映
"
http://www.cuc.edu.cn/news/2019/0619/c1901a161294/page.htm,"
2019年“未来之星——香港传媒专业大学生国情课程班”结班仪式在我...
"
http://www.cuc.edu.cn/news/2019/0618/c1901a161293/page.htm,"
刘延平副校长会见英国考文垂大学常务副校长
"
http://www.cuc.edu.cn/news/2019/0618/c1901a161292/page.htm,"
姜绪范副书记参加人文学院2018级少数民族预科班主题班会活动
"
http://www.cuc.edu.cn/news/2019/0618/c1901a161291/page.htm,"
世哲（SAGE）出版集团发行人卡洛琳•洛克来访我校
"
http://www.cuc.edu.cn/news/2019/0618/c1901a161290/page.htm,"
校党委书记陈文申参加2017级国新班主题班会
"
http://www.cuc.edu.cn/news/2019/0614/c1901a161289/page.htm,"
刘守训副校长带队赴中国传媒大学附小附中调研
"
http://www.cuc.edu.cn/news/2019/0614/c1901a161288/page.htm,"
王达品副书记带队赴对外经济贸易大学调研
"
http://www.cuc.edu.cn/news/2019/0614/c1901a161287/page.htm,"
教育部翁铁慧副部长一行到我校调研指导“双一流”建设工作
"
http://www.cuc.edu.cn/news/2019/0614/c1901a161286/page.htm,"
2019年“香港传媒专业大学生国情课程班 互联网+主题团”开班仪式...
"
http://www.cuc.edu.cn/news/2019/0613/c1901a161285/page.htm,"
陈文申书记、廖祥忠校长带队赴北京大学调研
"
http://www.cuc.edu.cn/news/2019/0611/c1901a161284/page.htm,"
第三十五届“广院之春”校园歌手大赛决赛圆满落幕
"
http://www.cuc.edu.cn/news/2019/0611/c1901a161283/page.htm,"
第十七届“半夏的纪念”北京（国际） 大学生影像展晚会举行
"
http://www.cuc.edu.cn/news/2019/0611/c1901a161282/page.htm,"
我校顺利承办中央广播电视总台史上最大规模的新媒体人才招聘笔试...
"
http://www.cuc.edu.cn/news/2019/0611/c1901a161281/page.htm,"
我校参加2019年北京世界园艺博览会中国国家馆日活动
"
http://www.cuc.edu.cn/news/2019/0611/c1901a161280/page.htm,"
戏剧影视学院师生共创微电影《一碗汤面》荣获金珍珠大奖
"
http://www.cuc.edu.cn/news/2019/0611/c1901a161279/page.htm,"
廖祥忠校长会见英国伦敦大学皇家霍洛威学院校长
"
http://www.cuc.edu.cn/news/2019/0610/c1901a161278/page.htm,"
学生工作处邀请加拿大知名华裔专家为我校师生讲解“抑郁症的产生...
"
http://www.cuc.edu.cn/news/2019/0609/c1901a161277/page.htm,"
台湾中国文化大学徐兴庆校长来访我校并举办讲座
"
http://www.cuc.edu.cn/news/2019/0606/c1901a161276/page.htm,"
四川省统战部与中国传媒大学电视学院达成合作协议
"
http://www.cuc.edu.cn/news/2019/0606/c1901a161275/page.htm,"
我校承办全国新闻发言人高级研修班
"
http://www.cuc.edu.cn/news/2019/0605/c1901a161274/page.htm,"
“2019香港大学生摄影营、新媒体创意营”圆满结束
"
http://www.cuc.edu.cn/news/2019/0605/c1901a161273/page.htm,"
陈文申书记、廖祥忠校长深入思政课课堂听课调研
"
http://www.cuc.edu.cn/news/2019/0605/c1901a161272/page.htm,"
校基金会获2018年度公益性捐赠税前扣除资格
"
http://www.cuc.edu.cn/news/2019/0604/c1901a161270/page.htm,"
我校成功举办2020年研究生招生报考校园咨询日活动
"
http://www.cuc.edu.cn/news/2019/0604/c1901a161271/page.htm,"
“中国广告四十年”丛书发布会暨“百年百城·大国精神”项目启动...
"
http://www.cuc.edu.cn/news/2019/0531/c1901a161269/page.htm,"
我校代表团参加赴以色列匈牙利西班牙高等教育展团
"
http://www.cuc.edu.cn/news/2019/0530/c1901a161268/page.htm,"
市委教育工委离退休领导莅临我校参观
"
http://www.cuc.edu.cn/news/2019/0530/c1901a161267/page.htm,"
中国科技协会国家科技传播中心主任郑浩峻一行来我校访问
"
http://www.cuc.edu.cn/news/2019/0530/c1901a161266/page.htm,"
李新军副校长率团访问欧亚四校
"
http://www.cuc.edu.cn/news/2019/0529/c1901a161265/page.htm,"
段鹏副校长参加协同创新中心新媒体研究院2018级淘宝特色课程学习...
"
http://www.cuc.edu.cn/news/2019/0528/c1901a161264/page.htm,"
我校代表团赴美国和加拿大四所高校访问交流
"
http://www.cuc.edu.cn/news/2019/0528/c1901a161263/page.htm,"
前辈倾囊奉献母校 吾侪感恩执爱习行
"
http://www.cuc.edu.cn/news/2019/0528/c1901a161262/page.htm,"
北京市委教育工委王宁书记一行到我校调研
"
http://www.cuc.edu.cn/news/2019/0528/c1901a161261/page.htm,"
“亚洲文明论坛在中国大学校园的延展——戴小华中传行”系列学术交...
"
http://www.cuc.edu.cn/news/2019/0528/c1901a161260/page.htm,"
我校在“第十届蓝桥杯全国软件和信息技术专业人才大赛”上获得历...
"
http://www.cuc.edu.cn/news/2019/0526/c1901a161259/page.htm,"
张宇燕教授开讲“形势与政策”课 深入解读世界经济形势
"
http://www.cuc.edu.cn/news/2019/0526/c1901a161258/page.htm,"
第二届京津冀MBA院长/主任论坛在中国传媒大学成功举办
"
http://www.cuc.edu.cn/news/2019/0524/c1901a161257/page.htm,"
杭州师范大学副校长杨磊一行到访我校洽谈合作共建事宜
"
http://www.cuc.edu.cn/news/2019/0524/c1901a161256/page.htm,"
我校召开关工委工作会议暨“读懂中国”活动推进会议
"
http://www.cuc.edu.cn/news/2019/0524/c1901a161255/page.htm,"
我校隆重举行电影《当我们海阔天空》首映礼
"
http://www.cuc.edu.cn/news/2019/0524/c1901a161254/page.htm,"
聚焦5G时代 助力传播治理水平新提升
"
http://www.cuc.edu.cn/news/2019/0523/c1901a161253/page.htm,"
我校志愿者参与“亚洲文明对话大会”志愿服务工作
"
http://www.cuc.edu.cn/news/2019/0523/c1901a161252/page.htm,"
我校举办“青春放歌·筑梦中华”2019年校级合唱比赛
"
http://www.cuc.edu.cn/news/2019/0523/c1901a161251/page.htm,"
喜讯：我校获批两项北京高校高精尖学科
"
http://www.cuc.edu.cn/news/2019/0522/c1901a161250/page.htm,"
我校与杭州市萧山区政府签署合作办学框架协议
"
http://www.cuc.edu.cn/news/2019/0522/c1901a161249/page.htm,"
刘延平副校长会见英国诺丁汉特伦特大学副校长
"
http://www.cuc.edu.cn/news/2019/0521/c1901a161248/page.htm,"
第二届“融媒体与公共治理”论坛在我校圆满举行
"
http://www.cuc.edu.cn/news/2019/0521/c1901a161247/page.htm,"
我校学生在北京高校“爱我国防”大学生主题演讲比赛中获奖
"
http://www.cuc.edu.cn/news/2019/0520/c1901a161246/page.htm,"
我校HSK考点获得孔子学院奖学金推荐资质
"
http://www.cuc.edu.cn/news/2019/0520/c1901a161245/page.htm,"
我校召开“一带一路”研究院筹建专题工作会
"
http://www.cuc.edu.cn/news/2019/0520/c1901a161244/page.htm,"
中国传媒大学交响乐团受邀参加亚洲影视周启动仪式
"
http://www.cuc.edu.cn/news/2019/0520/c1901a161243/page.htm,"
中国传媒大学第三十九届运动会成功举办
"
http://www.cuc.edu.cn/news/2019/0516/c1901a161242/page.htm,"
“亚洲网络视听传播政策对话与合作成果发布活动” 在我校隆重召...
"
http://www.cuc.edu.cn/news/2019/0516/c1901a161241/page.htm,"
提高灾害防治能力  构筑生命安全防线
"
http://www.cuc.edu.cn/news/2019/0516/c1901a161240/page.htm,"
陈文申书记会见阿根廷萨尔塔天主教大学校长
"
http://www.cuc.edu.cn/news/2019/0515/c1901a161239/page.htm,"
我校召开学科建设推进会 启动迎评工作倒计时
"
http://www.cuc.edu.cn/news/2019/0515/c1901a161238/page.htm,"
《Physical Review Applied》刊登我校教师关于电磁隐身领域的重...
"
http://www.cuc.edu.cn/news/2019/0515/c1901a161237/page.htm,"
我校首届“金蔷薇”研究生学术季闭幕式暨第二届“金蔷薇”研究生...
"
http://www.cuc.edu.cn/news/2019/0514/c1901a161236/page.htm,"
我校师生参加北京国防教育暨征兵宣传进校园活动
"
http://www.cuc.edu.cn/news/2019/0514/c1901a161235/page.htm,"
我校召开离退休干部校情通报会
"
http://www.cuc.edu.cn/news/2019/0513/c1901a161234/page.htm,"
京东区域五所高校共建思政课教学共同体,“手拉手”思政课集体备...
"
http://www.cuc.edu.cn/news/2019/0513/c1901a161233/page.htm,"
我校召开2018-2019春季学期首次外事工作通报会
"
http://www.cuc.edu.cn/news/2019/0513/c1901a161232/page.htm,"
第三届中国政治传播研究学术论坛在我校举行
"
http://www.cuc.edu.cn/news/2019/0510/c1901a161231/page.htm,"
李新军副校长参加联系班级主题班会活动
"
http://www.cuc.edu.cn/news/2019/0510/c1901a161230/page.htm,"
我校思想政治理论课建设领导小组召开专题会研究贯彻落实习近平总...
"
http://www.cuc.edu.cn/news/2019/0510/c1901a161229/page.htm,"
我校学生在首都大学生纪念五四运动100周年主题演讲比赛斩获桂冠
"
http://www.cuc.edu.cn/news/2019/0509/c1901a161228/page.htm,"
“国企领导上讲台、国企骨干担任校外辅导员”活动在我校举行
"
http://www.cuc.edu.cn/news/2019/0509/c1901a161227/page.htm,"
外交部非洲司副司长、非洲葡语国家学者和资深媒体人士访华团来访...
"
http://www.cuc.edu.cn/news/2019/0507/c1901a161226/page.htm,"
青马学院二期结业暨三期开班仪式圆满举行
"
http://www.cuc.edu.cn/news/2019/0507/c1901a161225/page.htm,"
英国考文垂大学常务副校长戴维·皮尔斯伯利一行再访我校
"
http://www.cuc.edu.cn/news/2019/0507/c1901a161224/page.htm,"
我校举行2019年中国传媒大学团学系统评优表彰大会暨首届“中传青...
"
http://www.cuc.edu.cn/news/2019/0506/c1901a161223/page.htm,"
我校与CTR联合发布《2019中国广告主营销趋势调查报告》
"
http://www.cuc.edu.cn/news/2019/0506/c1901a161222/page.htm,"
我校召开人事人才系列文件制定推进会 广泛征求全校意见
"
http://www.cuc.edu.cn/news/2019/0506/c1901a161221/page.htm,"
我校召开人事人才制度系列文件制定推进会 广泛征求全校意见
"
http://www.cuc.edu.cn/news/2019/0506/c1901a161220/page.htm,"
教务处举办“本科教育创新大讲堂”系列活动之四
"
http://www.cuc.edu.cn/news/2019/0505/c1901a161219/page.htm,"
我校举行升旗仪式 隆重纪念五四运动100周年
"
http://www.cuc.edu.cn/news/2019/0505/c1901a161218/page.htm,"
山东传媒职业学院领导一行到我校交流访问
"
http://www.cuc.edu.cn/news/2019/0505/c1901a161217/page.htm,"
刘守训副校长带队赴华北电力大学调研
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161216/page.htm,"
党委理论学习中心组专题学习习近平总书记在纪念五四运动100周年...
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161215/page.htm,"
教育部“六卓越一拔尖”计划2.0启动大会隆重召开     我校受邀出...
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161214/page.htm,"
我校志愿者圆满完成“一带一路”高峰论坛志愿服务工作
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161213/page.htm,"
我校学生作品入围2019英国Animex国际动画与电脑游戏节
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161212/page.htm,"
校领导带队检查校园安全工作
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161211/page.htm,"
我校发起组建的BriDoc平台纳入第二届“一带一路”国际合作高峰论...
"
http://www.cuc.edu.cn/news/2019/0430/c1901a161210/page.htm,"
“五一”节前学校开展安全大检查
"
http://www.cuc.edu.cn/news/2019/0429/c1901a161206/page.htm,"
我校举办第十届青教赛及教学观摩展示活动
"
http://www.cuc.edu.cn/news/2019/0429/c1901a161209/page.htm,"
中国广播电视年鉴编辑部举办2019年度组稿会议
"
http://www.cuc.edu.cn/news/2019/0429/c1901a161208/page.htm,"
第六届“舞动中传”社团文化展演顺利举行
"
http://www.cuc.edu.cn/news/2019/0429/c1901a161207/page.htm,"
共青团北京市东城区委员会一行到我校调研交流
"
http://www.cuc.edu.cn/news/2019/0428/c1901a161205/page.htm,"
王达品副书记一行赴北京外国语大学调研
"
http://www.cuc.edu.cn/news/2019/0428/c1901a161204/page.htm,"
我校召开2019年培训教育工作会议
"
http://www.cuc.edu.cn/news/2019/0428/c1901a161203/page.htm,"
我校志愿者参加重大志愿活动工作动员会
"
http://www.cuc.edu.cn/news/2019/0424/c1901a161202/page.htm,"
本学期第一次学生事务交流日活动举行
"
http://www.cuc.edu.cn/news/2019/0424/c1901a161201/page.htm,"
我校召开研究生学位论文抽检工作座谈会
"
